"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Grouped 126 A"	"Abundances Grouped 126 B"	"Abundances Grouped 127N A"	"Abundances Grouped 127N B"	"Abundances Grouped 127C A"	"Abundances Grouped 127C B"	"Abundances Grouped 128N A"	"Abundances Grouped 128N B"	"Abundances Grouped 128C A"	"Abundances Grouped 128C B"	"Abundances Grouped 129N A"	"Abundances Grouped 129N B"	"Abundances Grouped 129C A"	"Abundances Grouped 129C B"	"Abundances Grouped 130N A"	"Abundances Grouped 130N B"	"Abundances Grouped 130C A"	"Abundances Grouped 130C B"	"Abundances Grouped 131 A"	"Abundances Grouped 131 B"	"Abundances Grouped CV in Percent 126 A"	"Abundances Grouped CV in Percent 126 B"	"Abundances Grouped CV in Percent 127N A"	"Abundances Grouped CV in Percent 127N B"	"Abundances Grouped CV in Percent 127C A"	"Abundances Grouped CV in Percent 127C B"	"Abundances Grouped CV in Percent 128N A"	"Abundances Grouped CV in Percent 128N B"	"Abundances Grouped CV in Percent 128C A"	"Abundances Grouped CV in Percent 128C B"	"Abundances Grouped CV in Percent 129N A"	"Abundances Grouped CV in Percent 129N B"	"Abundances Grouped CV in Percent 129C A"	"Abundances Grouped CV in Percent 129C B"	"Abundances Grouped CV in Percent 130N A"	"Abundances Grouped CV in Percent 130N B"	"Abundances Grouped CV in Percent 130C A"	"Abundances Grouped CV in Percent 130C B"	"Abundances Grouped CV in Percent 131 A"	"Abundances Grouped CV in Percent 131 B"
"False"	"High"	"IsMasterProtein"	"OEU18802.1"	"3HCDH_N-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.784"	"3"	"3"	"5"	"3"	"1"	"769"	"84.0"	"9.22"	"19.00"	"3"	"0"	"3.0"	"10.1"	"4.4"	"11.8"	"2.4"	"2.5"	"5.1"	"1.7"	"4.1"	"3.8"	"3.6"	"10.1"	"5.5"	"11.9"	""	"10.7"	""	"8.6"	"3.2"	"9.3"	"68.69"	""	"24.22"	""	"88.45"	""	""	""	"4.92"	""	"76.30"	""	"73.77"	""	""	""	""	""	"44.33"	""
"False"	"High"	"IsMasterProtein"	"OEU09220.1"	"coclaurine N-methyltransferase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.770"	"10"	"4"	"11"	"4"	"1"	"364"	"41.9"	"5.94"	"39.77"	"4"	"0"	"5.0"	"16.2"	"5.3"	"17.4"	"2.6"	"3.6"	"5.7"	""	"7.6"	"4.4"	"6.3"	"14.5"	"1.4"	"17.4"	""	"8.7"	""	"8.1"	"3.5"	"10.2"	""	"35.48"	""	"45.99"	"77.91"	"55.92"	""	""	""	"79.27"	"98.03"	"51.91"	""	"43.16"	""	"70.80"	""	"75.66"	"77.45"	"42.16"
"False"	"High"	"IsMasterProtein"	"OEU11643.1"	"hypothetical protein FRACYDRAFT_172470 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.765"	"9"	"5"	"12"	"5"	"1"	"569"	"63.0"	"8.79"	"41.21"	"5"	"0"	"15.7"	"5.7"	"14.7"	"11.3"	"6.3"	"2.9"	"4.8"	""	"20.3"	"3.3"	"13.8"	"9.1"	"7.2"	"9.1"	""	"9.7"	""	"14.0"	"9.6"	"5.5"	"75.73"	"92.30"	"63.49"	"86.61"	"113.99"	"75.95"	"80.08"	""	"72.53"	"69.45"	"75.90"	"75.37"	"70.54"	"81.87"	""	"77.64"	""	"66.27"	"73.38"	"79.64"
"False"	"High"	"IsMasterProtein"	"OEU15653.1"	"hypothetical protein FRACYDRAFT_218376 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.740"	"26"	"4"	"6"	"4"	"1"	"184"	"19.4"	"7.03"	"16.30"	"4"	"0"	"3.3"	"10.5"	"3.0"	"9.9"	"1.9"	"4.4"	""	""	"3.0"	"5.5"	"2.8"	"13.3"	"2.5"	"14.5"	""	"11.9"	""	"11.5"	"1.9"	"7.6"	"62.55"	"5.57"	"36.50"	"7.82"	"20.34"	"47.99"	""	""	"6.61"	"9.36"	"32.25"	"21.04"	""	"6.84"	""	"25.85"	""	"4.53"	"10.88"	"16.52"
"False"	"High"	"IsMasterProtein"	"OEU12382.1"	"hypothetical protein FRACYDRAFT_191491 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.719"	"19"	"3"	"6"	"3"	"1"	"171"	"19.4"	"5.31"	"17.30"	"3"	"0"	"3.2"	""	"3.0"	""	"1.7"	""	"1.1"	""	"4.8"	""	"6.3"	""	""	""	""	""	""	""	"2.3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU17629.1"	"RRM_1-domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.696"	"29"	"5"	"8"	"5"	"1"	"188"	"20.9"	"8.85"	"27.10"	"5"	"0"	"11.6"	"11.1"	"8.0"	"11.6"	"9.6"	"6.3"	"8.3"	"1.6"	"14.4"	"6.3"	"15.3"	"10.6"	"12.3"	"12.0"	""	"6.9"	""	"9.4"	"10.6"	"8.0"	"35.85"	"54.42"	"68.60"	"39.27"	"78.83"	"86.33"	"90.88"	""	"51.13"	"76.62"	"66.30"	"37.72"	"5.12"	"46.54"	""	"80.12"	""	"60.75"	"61.00"	"29.16"
"False"	"High"	"IsMasterProtein"	"OEU19321.1"	"fucoxanthin chlorophyll a/c protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.677"	"24"	"5"	"12"	"5"	"1"	"195"	"21.1"	"5.22"	"31.60"	"5"	"0"	"94.9"	"28.9"	"76.7"	"31.0"	"53.6"	"21.4"	"45.1"	"1.0"	"124.0"	"14.4"	"67.6"	"36.5"	"67.1"	"48.3"	"0.4"	"39.8"	"0.8"	"33.8"	"83.6"	"25.0"	"94.01"	"2.50"	"87.84"	"36.98"	"94.15"	"99.93"	"80.56"	""	"88.54"	"52.78"	"99.87"	"68.54"	"88.24"	"27.17"	"84.42"	"45.84"	"129.82"	"7.18"	"84.02"	"39.34"
"False"	"High"	"IsMasterProtein"	"OEU17120.1"	"ARM repeat-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.618"	"7"	"5"	"12"	"5"	"1"	"804"	"88.3"	"4.61"	"29.86"	"5"	"0"	"3.0"	"11.0"	"1.8"	"12.7"	"13.1"	"15.5"	"8.8"	""	"6.9"	"19.8"	"14.0"	"17.7"	"17.9"	"18.0"	""	"12.5"	""	"15.5"	"8.6"	"15.5"	"52.03"	""	"18.56"	""	"32.50"	""	"63.01"	""	"25.89"	""	"42.66"	""	"19.72"	""	""	""	""	""	"38.71"	""
"False"	"High"	"IsMasterProtein"	"OEU11729.1"	"silicon transporter [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.610"	"10"	"5"	"10"	"4"	"1"	"552"	"61.7"	"6.01"	"31.60"	"5"	"1"	"3.4"	"4.4"	"2.0"	"3.1"	"9.3"	"2.6"	"4.5"	"0.7"	"7.7"	"13.6"	"10.5"	"3.7"	"6.7"	"2.7"	""	"5.1"	""	"6.1"	"3.5"	"4.7"	"85.66"	"90.47"	"30.31"	"98.85"	"78.44"	"76.52"	"95.73"	""	"13.94"	""	"38.61"	"100.49"	"39.42"	"90.08"	""	"90.15"	""	"77.89"	"62.66"	"80.03"
"False"	"High"	"IsMasterProtein"	"OEU14388.1"	"succinate-CoA ligase beta chain [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.524"	"13"	"6"	"17"	"6"	"1"	"421"	"44.8"	"4.83"	"50.51"	"6"	"0"	"35.6"	"22.1"	"30.9"	"22.8"	"32.1"	"19.4"	"19.8"	"2.3"	"44.9"	"21.4"	"40.4"	"24.9"	"37.9"	"26.8"	"0.3"	"24.9"	"0.9"	"21.7"	"25.4"	"16.7"	"43.66"	"104.78"	"51.30"	"104.59"	"60.70"	"111.28"	"70.57"	""	"41.28"	"104.59"	"52.80"	"100.38"	"75.01"	"105.98"	""	"100.72"	""	"109.87"	"51.09"	"112.32"
"False"	"High"	"IsMasterProtein"	"OEU19967.1"	"seryl-tRNA synthetase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.484"	"12"	"4"	"10"	"4"	"1"	"400"	"44.3"	"4.73"	"32.80"	"4"	"0"	"2.9"	"5.4"	"1.9"	"4.2"	"2.5"	"3.7"	"1.9"	""	"3.3"	"2.7"	"3.7"	"2.1"	"2.8"	"5.0"	""	"3.8"	""	"2.8"	"2.5"	"3.3"	"4.38"	""	""	"72.85"	""	""	""	""	"19.45"	""	"57.46"	"57.77"	"89.42"	"6.53"	""	"80.52"	""	"57.73"	"22.63"	""
"False"	"High"	"IsMasterProtein"	"OEU09598.1"	"hypothetical protein FRACYDRAFT_248446 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.463"	"4"	"7"	"10"	"7"	"1"	"1795"	"197.9"	"5.19"	"27.88"	"7"	"0"	"13.0"	"24.7"	"4.2"	"22.7"	"4.2"	"11.2"	"3.8"	"1.0"	"10.4"	"8.9"	"9.7"	"34.2"	"7.1"	"39.9"	"0.8"	"33.0"	""	"25.1"	"8.2"	"20.8"	"116.60"	"43.25"	"138.19"	"52.35"	"116.75"	"68.11"	"116.52"	"32.51"	"112.10"	"88.78"	"118.18"	"50.55"	"116.62"	"60.02"	""	"49.48"	""	"51.94"	"116.97"	"47.19"
"False"	"High"	"IsMasterProtein"	"OEU18629.1"	"Isocitrate/Isopropylmalate dehydrogenase-like protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.373"	"10"	"4"	"8"	"4"	"1"	"484"	"54.6"	"5.27"	"25.92"	"4"	"0"	"4.4"	"5.9"	"2.4"	"2.6"	"12.6"	"4.1"	"9.7"	"0.8"	"5.1"	"20.2"	"6.2"	"2.8"	"5.5"	"3.4"	""	"3.0"	""	"6.6"	"7.8"	"7.1"	""	"64.50"	"38.82"	"97.88"	""	"111.28"	""	""	""	""	"104.70"	"98.50"	""	"98.42"	""	"103.41"	""	"98.68"	""	"86.82"
"False"	"High"	"IsMasterProtein"	"OEU18423.1"	"hypothetical protein FRACYDRAFT_274772 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.372"	"9"	"2"	"4"	"2"	"1"	"283"	"31.4"	"4.44"	"16.59"	"2"	"0"	"5.0"	"3.1"	"3.3"	"2.5"	"5.7"	"2.7"	"2.2"	""	"4.2"	"2.3"	"6.0"	"4.7"	"3.5"	"4.3"	""	"3.8"	""	"2.6"	"4.4"	"3.5"	""	"24.28"	""	"11.31"	""	""	""	""	""	""	""	"12.29"	""	"19.91"	""	"14.29"	""	"88.57"	""	"44.91"
"False"	"High"	"IsMasterProtein"	"OEU19277.1"	"phytoene desaturase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.368"	"10"	"3"	"6"	"3"	"1"	"360"	"40.2"	"5.52"	"20.66"	"3"	"0"	"11.0"	"14.4"	"7.5"	"9.9"	"4.5"	"3.0"	"2.1"	"0.8"	"9.4"	"2.4"	"6.1"	"8.1"	"14.1"	"14.7"	""	"10.8"	""	"13.0"	"8.4"	"7.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU09191.1"	"putative ascorbate peroxidase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.352"	"14"	"6"	"14"	"6"	"1"	"382"	"41.4"	"5.85"	"41.40"	"6"	"0"	"5.4"	"4.5"	"5.1"	"5.4"	"3.3"	"4.7"	"4.1"	""	"6.1"	"2.1"	"9.9"	"5.3"	"4.2"	"4.7"	"0.6"	"6.9"	""	"5.3"	"3.8"	"4.9"	"65.85"	"84.45"	"77.19"	"87.90"	"77.57"	"67.52"	"67.21"	""	"80.79"	"84.21"	"67.31"	"96.37"	"67.41"	"102.75"	""	"69.87"	""	"83.68"	"96.77"	"71.93"
"False"	"High"	"IsMasterProtein"	"OEU18971.1"	"hypothetical protein FRACYDRAFT_260637 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.351"	"10"	"4"	"7"	"4"	"1"	"386"	"41.0"	"8.05"	"24.02"	"4"	"0"	"4.1"	"4.1"	"2.2"	"6.3"	"4.0"	"4.4"	"4.2"	""	"5.0"	"3.3"	"4.6"	"5.4"	"3.9"	"7.5"	""	"5.8"	""	"4.4"	"3.2"	"4.1"	"97.26"	"60.50"	"34.17"	"33.91"	"80.79"	"9.61"	""	""	"54.43"	"69.94"	"70.23"	"60.03"	""	"31.90"	""	"49.58"	""	"45.86"	"45.75"	"40.86"
"False"	"High"	"IsMasterProtein"	"OEU15111.1"	"Peptidase_C14-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.322"	"17"	"5"	"8"	"5"	"1"	"304"	"33.4"	"5.54"	"26.38"	"5"	"0"	"8.3"	"10.5"	"10.4"	"12.0"	"3.1"	"4.6"	"2.8"	"0.5"	"15.7"	"4.9"	"11.5"	"9.4"	"6.0"	"10.8"	""	"11.8"	""	"12.2"	"8.3"	"6.1"	""	"72.70"	""	"55.85"	""	"46.65"	""	""	""	"65.83"	""	"14.89"	""	"66.90"	""	"59.02"	""	"13.34"	""	"63.74"
"False"	"High"	"IsMasterProtein"	"OEU07653.1"	"hypothetical protein FRACYDRAFT_264815 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.312"	"10"	"3"	"7"	"3"	"1"	"350"	"38.5"	"6.87"	"27.23"	"3"	"0"	"41.9"	"12.5"	"25.8"	"74.1"	"33.7"	"27.6"	"28.1"	"6.5"	"42.6"	"22.5"	"58.3"	"68.8"	"55.1"	"13.6"	""	"10.8"	"1.7"	"65.0"	"35.6"	"48.4"	"113.35"	"135.06"	"117.65"	""	"52.56"	""	"45.50"	""	"111.33"	""	"75.47"	""	"97.51"	"132.93"	""	"135.33"	""	""	"92.78"	""
"False"	"High"	"IsMasterProtein"	"OEU07796.1"	"hypothetical protein FRACYDRAFT_271930 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.208"	"31"	"8"	"17"	"8"	"1"	"190"	"20.7"	"8.70"	"45.39"	"8"	"0"	"13.6"	"19.6"	"12.4"	"20.3"	"16.7"	"12.5"	"14.2"	"0.7"	"17.3"	"11.6"	"20.7"	"22.5"	"7.6"	"19.7"	"0.3"	"22.0"	""	"13.5"	"12.8"	"14.1"	"78.44"	"50.91"	"118.43"	"50.64"	"89.74"	"71.36"	"116.49"	"56.63"	"71.46"	"66.75"	"100.69"	"60.14"	"58.37"	"66.47"	"40.03"	"66.28"	""	"73.27"	"104.32"	"73.19"
"False"	"High"	"IsMasterProtein"	"OEU14002.1"	"hypothetical protein FRACYDRAFT_171314 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.201"	"10"	"4"	"10"	"4"	"1"	"524"	"57.5"	"4.87"	"20.17"	"4"	"0"	"2.2"	"6.3"	"2.1"	"6.8"	"1.9"	"6.2"	"3.0"	""	"4.5"	"7.3"	"6.8"	"3.1"	"2.5"	"5.8"	""	"2.1"	""	"6.3"	"2.9"	"4.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"68.16"	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU10107.1"	"hypothetical protein FRACYDRAFT_220344 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.187"	"23"	"4"	"7"	"4"	"1"	"185"	"20.5"	"9.86"	"20.83"	"4"	"0"	"2.1"	"4.5"	""	"6.0"	"2.1"	"2.0"	""	""	"1.7"	"3.2"	"3.9"	"8.4"	""	"7.9"	""	"5.8"	""	"5.5"	""	"3.0"	""	"26.26"	""	"94.28"	""	"68.75"	""	""	""	"37.60"	""	"99.28"	""	"98.92"	""	"91.95"	""	"47.68"	""	"97.29"
"False"	"High"	"IsMasterProtein"	"OEU12286.1"	"hypothetical protein FRACYDRAFT_270577 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.147"	"20"	"5"	"8"	"5"	"1"	"241"	"26.2"	"5.58"	"21.96"	"5"	"0"	"12.1"	"4.8"	"6.2"	"5.7"	"7.6"	"1.6"	"6.0"	""	"8.3"	"2.1"	"7.7"	"3.8"	"3.8"	"4.9"	"0.2"	"5.0"	""	"4.7"	"4.0"	"3.8"	"81.80"	"59.62"	"111.56"	"35.05"	"100.08"	"6.31"	"89.97"	""	"108.08"	"9.28"	"117.61"	"69.91"	"107.77"	"69.09"	""	"11.70"	""	"75.96"	"126.70"	"23.17"
"False"	"High"	"IsMasterProtein"	"OEU16210.1"	"AAA_2-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.081"	"7"	"7"	"14"	"7"	"1"	"894"	"98.1"	"5.03"	"37.68"	"7"	"0"	"26.4"	"13.0"	"12.3"	"11.9"	"19.6"	"5.6"	"13.2"	"1.1"	"40.2"	"6.6"	"32.2"	"12.2"	"15.0"	"11.6"	""	"10.1"	""	"11.5"	"22.7"	"9.1"	"59.32"	"73.85"	"78.44"	"66.61"	"57.81"	"52.25"	"70.86"	""	"58.86"	"56.75"	"65.40"	"51.31"	"63.06"	"41.27"	""	"68.33"	""	"58.72"	"58.34"	"58.99"
"False"	"High"	"IsMasterProtein"	"OEU18398.1"	"DEAD-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"17.018"	"12"	"6"	"10"	"5"	"1"	"526"	"56.9"	"9.20"	"30.48"	"6"	"0"	"26.9"	"9.3"	"13.1"	"13.0"	"21.1"	"7.0"	"14.7"	""	"18.4"	"9.6"	"19.3"	"25.3"	"20.1"	"21.1"	""	"18.0"	"0.7"	"12.5"	"16.8"	"13.4"	"60.81"	"19.95"	"58.77"	"11.97"	"26.92"	"59.72"	"5.80"	""	"38.58"	"60.20"	"15.31"	"77.43"	"18.74"	"68.17"	""	"71.46"	""	"67.75"	"40.98"	"13.51"
"False"	"High"	"IsMasterProtein"	"OEU22576.1"	"glutathione synthetase ATP-binding domain-like protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.966"	"8"	"7"	"15"	"6"	"1"	"933"	"102.9"	"5.52"	"37.52"	"7"	"1"	"7.6"	"10.1"	"8.3"	"9.0"	"5.0"	"3.6"	"2.8"	""	"9.6"	"4.2"	"7.2"	"11.7"	"5.4"	"13.4"	""	"8.9"	""	"11.7"	"5.9"	"9.1"	"87.41"	"147.62"	"85.13"	"157.00"	"79.01"	"160.99"	"82.62"	""	"81.21"	"148.82"	"80.36"	"153.96"	"109.62"	"146.21"	""	"158.34"	""	"140.95"	"97.46"	"135.68"
"False"	"High"	"IsMasterProtein"	"OEU07339.1"	"ferredoxin reductase-like protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.940"	"14"	"5"	"10"	"5"	"1"	"318"	"34.2"	"5.07"	"29.16"	"5"	"0"	"8.2"	"39.3"	"6.9"	"30.1"	"11.7"	"27.4"	"12.9"	"0.6"	"6.6"	"26.1"	"11.7"	"32.1"	"4.4"	"44.4"	""	"31.1"	""	"39.0"	"6.7"	"25.3"	"101.59"	"25.81"	"81.90"	"48.77"	"39.63"	"80.72"	"49.82"	""	"104.53"	"125.08"	"97.94"	"78.84"	"30.40"	"55.91"	""	"56.00"	""	"71.79"	"91.62"	"93.11"
"False"	"High"	"IsMasterProtein"	"OEU13328.1"	"signal recognition particle protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.885"	"9"	"5"	"7"	"5"	"1"	"500"	"53.1"	"5.52"	"24.75"	"5"	"0"	"6.1"	"7.1"	"3.9"	"5.8"	"5.6"	"3.8"	"5.5"	""	"8.6"	"5.1"	"12.7"	"5.2"	"7.7"	"6.4"	""	"3.7"	""	"6.0"	"5.3"	"3.5"	""	"60.76"	""	"15.71"	""	"82.59"	""	""	""	""	""	"100.70"	""	"70.93"	""	"94.80"	""	"77.09"	""	"91.15"
"False"	"High"	"IsMasterProtein"	"OEU09486.1"	"Ribosomal_L24e-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.828"	"26"	"5"	"13"	"5"	"1"	"159"	"17.4"	"11.31"	"41.35"	"5"	"0"	"5.0"	"6.3"	"3.6"	"4.9"	"5.7"	"4.7"	"3.6"	"1.8"	"7.1"	"6.8"	"5.3"	"7.1"	"5.1"	"8.0"	""	"6.3"	""	"5.8"	"4.3"	"8.3"	"123.96"	"146.88"	"124.68"	"164.96"	"117.68"	"138.33"	"105.12"	""	"115.54"	"140.89"	"114.56"	"148.45"	"132.23"	"156.12"	""	"157.72"	""	"155.62"	"122.08"	"136.93"
"False"	"High"	"IsMasterProtein"	"OEU16137.1"	"hypothetical protein FRACYDRAFT_275260 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.791"	"11"	"7"	"14"	"7"	"1"	"523"	"56.4"	"5.71"	"39.62"	"7"	"0"	"14.9"	"10.8"	"12.1"	"9.6"	"6.5"	"4.7"	"5.4"	"0.8"	"17.0"	"3.5"	"21.5"	"9.2"	"5.1"	"9.9"	""	"8.8"	""	"6.0"	"13.1"	"6.7"	"36.19"	"86.23"	"33.26"	"72.08"	"58.72"	"36.79"	"50.83"	""	"21.99"	"64.88"	"22.60"	"72.93"	"19.44"	"60.30"	""	"84.89"	""	"76.95"	"13.76"	"78.29"
"False"	"High"	"IsMasterProtein"	"OEU13240.1"	"ribosome releasing factor [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.776"	"19"	"4"	"9"	"4"	"1"	"224"	"24.8"	"5.91"	"27.26"	"4"	"0"	"9.5"	"34.2"	"6.8"	"43.7"	"9.2"	"17.5"	"10.1"	"1.2"	"11.5"	"15.1"	"21.7"	"19.5"	"4.0"	"20.7"	""	"31.1"	""	"20.0"	"7.4"	"16.1"	"57.21"	"67.30"	"73.47"	"53.33"	"80.19"	""	"77.87"	"47.11"	"64.38"	""	"77.20"	"69.39"	"61.49"	"84.95"	""	"67.48"	""	"78.93"	"80.50"	"87.77"
"False"	"High"	"IsMasterProtein"	"OEU17081.1"	"ferredoxin NADP reductase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.700"	"5"	"5"	"29"	"2"	"1"	"622"	"67.6"	"9.09"	"71.37"	"5"	"0"	"33.1"	"31.1"	"32.6"	"36.3"	"22.3"	"13.0"	"11.4"	"1.2"	"37.5"	"13.6"	"26.2"	"30.4"	"32.0"	"29.2"	""	"30.7"	""	"24.6"	"26.6"	"26.0"	""	"35.57"	""	"37.35"	""	"0.44"	""	""	""	"30.73"	""	"33.10"	""	"33.27"	""	"36.10"	""	"50.54"	""	"37.94"
"False"	"High"	"IsMasterProtein"	"OEU11922.1"	"putative 40S ribosomal protein S3a [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.685"	"13"	"5"	"15"	"5"	"1"	"267"	"29.5"	"9.33"	"41.52"	"5"	"0"	"3.1"	"31.0"	"3.5"	"34.6"	"5.0"	"9.5"	"8.1"	"0.1"	"7.2"	"11.1"	"6.3"	"31.2"	"7.3"	"38.1"	""	"32.3"	""	"36.7"	"5.4"	"22.8"	"143.94"	"70.17"	"122.73"	"71.94"	"92.92"	"64.46"	"59.71"	"106.18"	"148.63"	"62.69"	"124.87"	"63.48"	"95.01"	"69.82"	""	"68.81"	""	"73.83"	"103.42"	"64.15"
"False"	"High"	"IsMasterProtein"	"OEU20711.1"	"amidophosphoribosyltransferase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.682"	"9"	"5"	"8"	"5"	"1"	"571"	"63.8"	"6.32"	"22.57"	"5"	"0"	"5.2"	"4.7"	"2.4"	"6.5"	"6.0"	"2.8"	"8.4"	""	"4.8"	"4.0"	"5.1"	"6.6"	"2.7"	"7.0"	""	"6.9"	""	"6.4"	"3.6"	"5.2"	"32.60"	"83.54"	"63.81"	"63.93"	"77.31"	"67.36"	""	""	"19.67"	"80.28"	"94.48"	"19.78"	"69.11"	"12.16"	""	"8.08"	""	"5.94"	"93.78"	"43.25"
"False"	"High"	"IsMasterProtein"	"OEU08855.1"	"26S proteasome subunit P45 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.670"	"14"	"6"	"10"	"6"	"1"	"412"	"45.8"	"5.95"	"27.84"	"6"	"0"	"8.9"	"12.1"	"7.0"	"6.4"	"10.8"	"3.3"	"5.2"	"1.2"	"12.3"	"2.8"	"9.7"	"6.9"	"4.2"	"7.1"	"0.6"	"8.1"	""	"6.7"	"8.8"	"5.3"	"102.73"	"38.28"	"100.86"	"54.72"	"111.22"	"74.52"	"121.48"	""	"102.42"	"92.86"	"136.49"	"37.11"	"132.63"	"74.18"	"12.57"	"59.01"	""	"69.07"	"107.08"	"48.17"
"False"	"High"	"IsMasterProtein"	"OEU12584.1"	"chromosome assembly protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.655"	"5"	"7"	"12"	"7"	"1"	"1202"	"133.6"	"5.87"	"30.11"	"7"	"0"	"3.3"	"35.5"	"4.7"	"38.9"	"8.4"	"25.5"	"4.4"	""	"17.6"	"17.9"	"12.7"	"19.7"	"7.2"	"15.1"	"0.3"	"13.2"	""	"30.2"	"8.9"	"22.0"	"73.94"	""	"19.07"	""	"28.45"	""	"66.55"	""	"49.38"	""	"41.93"	""	"71.59"	""	""	""	""	""	"51.57"	""
"False"	"High"	"IsMasterProtein"	"OEU16302.1"	"arginine biosynthesis bifunctional protein ArgJ [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.613"	"11"	"5"	"9"	"5"	"1"	"464"	"49.1"	"4.92"	"31.38"	"5"	"0"	"15.5"	"8.8"	"16.7"	"8.2"	"9.1"	"2.9"	"6.4"	""	"18.3"	"5.5"	"5.8"	"6.9"	"10.7"	"9.0"	""	"5.5"	""	"6.7"	"4.2"	"6.2"	"108.96"	"66.98"	"91.78"	"86.08"	"109.37"	"91.75"	"107.16"	""	"100.95"	"78.70"	"122.49"	"83.34"	"116.79"	"66.38"	""	"100.40"	""	"75.65"	"127.17"	"72.73"
"False"	"High"	"IsMasterProtein"	"OEU16414.1"	"CRM1_C-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.593"	"4"	"4"	"6"	"4"	"1"	"1095"	"125.3"	"5.69"	"16.50"	"4"	"0"	"6.2"	"23.8"	"5.4"	"29.5"	"5.2"	"21.2"	"11.3"	"0.1"	"6.7"	"23.2"	"6.4"	"34.3"	"5.5"	"40.5"	""	"34.1"	""	"31.5"	"5.8"	"25.6"	"108.96"	"26.72"	"95.46"	"5.27"	"131.72"	"51.66"	"102.42"	"99.20"	"110.29"	"36.40"	"126.22"	"24.66"	"127.31"	"28.69"	""	"9.51"	""	"19.62"	"118.53"	"20.46"
"False"	"High"	"IsMasterProtein"	"OEU22778.1"	"ketol-acid reductoisomerase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"16.592"	"9"	"5"	"11"	"5"	"1"	"540"	"58.6"	"4.87"	"38.35"	"5"	"0"	"14.2"	"16.0"	"9.0"	"11.3"	"5.6"	"8.1"	"4.2"	""	"13.0"	"14.7"	"8.8"	"18.7"	"9.4"	"23.3"	"0.6"	"17.2"	""	"17.4"	"5.0"	"10.3"	"55.57"	"111.71"	"35.44"	"122.47"	"118.48"	"81.58"	"99.73"	""	"65.25"	"62.95"	"89.11"	"104.77"	"118.08"	"93.28"	""	"109.66"	""	"89.75"	"99.25"	"103.84"
